date,text
20160727,"Barrick Gold is considering selling its stake in Acacia Mining. New Gold delivered higher cash flow for the second quarter of 2016, lowering the full-year cost guidance. Oceanagold reports a fatality at the Waihi Gold Mine in New Zealand."
20160728,"Barrick Gold is considering selling its stake in Acacia Mining. New Gold delivered higher cash flow for the second quarter of 2016, lowering the full-year cost guidance. Oceanagold reports a fatality at the Waihi Gold Mine in New Zealand."
20160729,"Yamana Gold is selling its Mercedes mine in Mexico to Premier Gold Mines in a deal worth $140 million, aiming to reduce net debt. Newmarket Gold reports strong second-quarter results and increases 2016 production guidance due to record quarterly production. A Texas gold depository is moving closer to reality."
20160730,"Yamana Gold is selling its Mercedes mine in Mexico to Premier Gold Mines in a deal worth $140 million, aiming to reduce net debt. Newmarket Gold reports strong second-quarter results and increases 2016 production guidance due to record quarterly production. A Texas gold depository is moving closer to reality."
20160731,US agencies subpoenaed Goldman Sachs in probe of 1MDB Malaysia. MAS is examining Goldman Sachs on work related to 1MDB bond deals. Mint forecasts that Trump as president means gold is going higher.
20160801,US agencies subpoenaed Goldman Sachs in probe of 1MDB Malaysia. MAS is examining Goldman Sachs on work related to 1MDB bond deals. Mint forecasts that Trump as president means gold is going higher.
20160802,"Several news articles discuss the controversy surrounding Donald Trump's comments about a Gold Star family, leading to widespread criticism and calls for an apology.  Meanwhile, other news focus on exploration and mining activities, such as Glen Eagle receiving high-grade mineral supplies and Novo Resources commencing drilling.  Additionally, there are reports about the Federal Reserve fining Goldman Sachs for leaked documents and discussions on various investment opportunities in the gold sector.
"
20160803,"Several news articles discuss the controversy surrounding Donald Trump's comments about a Gold Star family, leading to widespread criticism and calls for an apology.  Meanwhile, other news focus on exploration and mining activities, such as Glen Eagle receiving high-grade mineral supplies and Novo Resources commencing drilling.  Additionally, there are reports about the Federal Reserve fining Goldman Sachs for leaked documents and discussions on various investment opportunities in the gold sector.
"
20160804,"Goldman Sachs is facing scrutiny from the New York regulator regarding its dealings with Malaysia's 1MDB fund. The regulator is seeking more information and has requested a meeting with Goldman Sachs to discuss bond sales related to the fund. Also, a Federal judge has rejected a plan for a gold mine in Idaho, citing that it does not meet wilderness standards. 
"
20160805,"Goldman Sachs is facing scrutiny from the New York regulator regarding its dealings with Malaysia's 1MDB fund. The regulator is seeking more information and has requested a meeting with Goldman Sachs to discuss bond sales related to the fund. Also, a Federal judge has rejected a plan for a gold mine in Idaho, citing that it does not meet wilderness standards. 
"
20160806,"Gold stocks are experiencing an autumn rally.
Peloton completes private placement financing for Montana Gold Mining.
Australia Customs confirms bullion exports to China."
20160807,"Gold stocks are experiencing an autumn rally.
Peloton completes private placement financing for Montana Gold Mining.
Australia Customs confirms bullion exports to China."
20160808,"Recent reports indicate a likely strengthening of Gold ETF demand this year. Peru's new president is signaling an end to raids on wildcat gold miners. London Metal Exchange is set to launch gold spot futures contracts.
"
20160809,"Recent reports indicate a likely strengthening of Gold ETF demand this year. Peru's new president is signaling an end to raids on wildcat gold miners. London Metal Exchange is set to launch gold spot futures contracts.
"
20160810,"MX Gold Corp is increasing private placement due to significant interest. Tudor Gold Corp closes private placement financing of $3,000,000. Heron Resources has gold and nickel spin-out, unlocking the value of assets."
20160811,"MX Gold Corp is increasing private placement due to significant interest. Tudor Gold Corp closes private placement financing of $3,000,000. Heron Resources has gold and nickel spin-out, unlocking the value of assets."
20160812,"Gran Colombia Gold announced positive second-quarter and first-half 2016 results, doubling adjusted EBITDA and increasing 2016 production guidance. Entree Gold announced their second-quarter 2016 results. Ely Gold executed an agreement to purchase royalties for gold properties in Nevada and British Columbia."
20160813,"Gran Colombia Gold announced positive second-quarter and first-half 2016 results, doubling adjusted EBITDA and increasing 2016 production guidance. Entree Gold announced their second-quarter 2016 results. Ely Gold executed an agreement to purchase royalties for gold properties in Nevada and British Columbia."
20160814,"Reports indicate that South Indian gold smuggling rackets are under the radar. In Poland, the hunt for a Nazi gold train has resumed. Also, there are ongoing contests for gold in the Rio Olympics."
20160815,"Reports indicate that South Indian gold smuggling rackets are under the radar. In Poland, the hunt for a Nazi gold train has resumed. Also, there are ongoing contests for gold in the Rio Olympics."
20160816,"Treasure hunters began digging for a Nazi gold train in Poland, though its existence is still uncertain.
Meanwhile, Peru's gold exports to the UAE increased significantly in the first half of 2016.
In other news, Guyana Goldfields Inc. received a positive stock rating from Scotiabank.
"
20160817,"Treasure hunters began digging for a Nazi gold train in Poland, though its existence is still uncertain.
Meanwhile, Peru's gold exports to the UAE increased significantly in the first half of 2016.
In other news, Guyana Goldfields Inc. received a positive stock rating from Scotiabank.
"
20160818,Demand of Chinese gold was denied by GFMS in 2015. A new gold target has been identified at Logrosan Project in Spain. Brazil Resources is going to acquire Titiribi Gold-Copper Project from NovaCopper.
20160819,Demand of Chinese gold was denied by GFMS in 2015. A new gold target has been identified at Logrosan Project in Spain. Brazil Resources is going to acquire Titiribi Gold-Copper Project from NovaCopper.
20160820,"Several athletes including Cisse, Skelton, Esposito, Dujardin, Lesun, Semenya, Rohler, Felix, Axelsen, Yazdani, and team USA relay women won gold in Rio Olympics. Savary Gold closes $3 million financing and Thor announces closing acquisition of Segilola Gold Project. Yamana Gold Inc.'s target price was set at $4.79."
20160821,"Several athletes including Cisse, Skelton, Esposito, Dujardin, Lesun, Semenya, Rohler, Felix, Axelsen, Yazdani, and team USA relay women won gold in Rio Olympics. Savary Gold closes $3 million financing and Thor announces closing acquisition of Segilola Gold Project. Yamana Gold Inc.'s target price was set at $4.79."
20160822,Peruvian gold exports to UAE has seen a 155-fold increase in the first half of 2016. Economic panel sees potential for gold helicopter money coming soon. Court rules against gold mining technique.
20160823,Peruvian gold exports to UAE has seen a 155-fold increase in the first half of 2016. Economic panel sees potential for gold helicopter money coming soon. Court rules against gold mining technique.
20160824,"Gold prices have been negatively affected as Janet Yellen's speech is awaited. Crude oil prices are rising with hopes of an OPEC deal, which could pose a threat to gold. A new gold discovery has caused Wesdome Gold Mines' stock to soar.
"
20160825,"Gold prices have been negatively affected as Janet Yellen's speech is awaited. Crude oil prices are rising with hopes of an OPEC deal, which could pose a threat to gold. A new gold discovery has caused Wesdome Gold Mines' stock to soar.
"
20160826,"Crude oil prices are rising based on hopes for an OPEC deal, while Yellen's comments may pose a threat to gold. Kinross Gold announced operational updates for its Bald Mountain, Tasiast, and Maricunga mines. Barrick Gold signs on to Venezuela gold push as oil sinks economy."
20160827,"Crude oil prices are rising based on hopes for an OPEC deal, while Yellen's comments may pose a threat to gold. Kinross Gold announced operational updates for its Bald Mountain, Tasiast, and Maricunga mines. Barrick Gold signs on to Venezuela gold push as oil sinks economy."
20160828,"Gulf International Bank UK Ltd has a $901,000 position in Eldorado Gold Corp. The Finance Ministry recommends CBI probe into 80 kg of missing gold from IGI Airport. Resolute takes up Kilo Goldmines' interest."
20160829,"Gulf International Bank UK Ltd has a $901,000 position in Eldorado Gold Corp. The Finance Ministry recommends CBI probe into 80 kg of missing gold from IGI Airport. Resolute takes up Kilo Goldmines' interest."
20160830,"Several incidents involving gold seizures have occurred, including 25 kg of gold found in an Air India toilet and 2.5 kg of gold hidden in an AI flight toilet. A girl found a stolen Olympic gold medal in the trash, and a finance firm in Jalandhar was looted of gold worth Rs 3 crore. Additionally, there is discussion about bullion traders unsettling the Indo-ASEAN FTA by importing gold articles."
20160831,"Several incidents involving gold seizures have occurred, including 25 kg of gold found in an Air India toilet and 2.5 kg of gold hidden in an AI flight toilet. A girl found a stolen Olympic gold medal in the trash, and a finance firm in Jalandhar was looted of gold worth Rs 3 crore. Additionally, there is discussion about bullion traders unsettling the Indo-ASEAN FTA by importing gold articles."
20160901,"IAMGOLD is set to acquire the Saramacca property in Suriname, expanding its Rosebel mine operations. A retention license application for the Rock Island Gold Project has been accepted. Badakhshan's Raghistan gold mine was retaken from the Taliban."
20160902,"IAMGOLD is set to acquire the Saramacca property in Suriname, expanding its Rosebel mine operations. A retention license application for the Rock Island Gold Project has been accepted. Badakhshan's Raghistan gold mine was retaken from the Taliban."
20160903,Germany's largest bank is allegedly refusing to deliver physical gold after a customer requested it. Two central banks have reportedly printed billions in paper currency and immediately bought gold mining stocks with it. Visual gold returns have been spectacular from Dona Maria.
20160904,Germany's largest bank is allegedly refusing to deliver physical gold after a customer requested it. Two central banks have reportedly printed billions in paper currency and immediately bought gold mining stocks with it. Visual gold returns have been spectacular from Dona Maria.
20160905,"- Hong Kong customs officers have detected a rising trend in gold and other precious metals smuggling.
- 9 kg of gold was stolen from a jewellery showroom and a jewel thief took off with a large amount of gold, worth 22.5 crore rupees.
- Several companies like Maximus Resources, Crusader Resources, Blackham Resources, Sovereign Gold Company, Perseus Mining Limited are acquiring gold processing facilities, reporting high-grade gold hits, or tracking for their first gold pour."
20160906,"- Hong Kong customs officers have detected a rising trend in gold and other precious metals smuggling.
- 9 kg of gold was stolen from a jewellery showroom and a jewel thief took off with a large amount of gold, worth 22.5 crore rupees.
- Several companies like Maximus Resources, Crusader Resources, Blackham Resources, Sovereign Gold Company, Perseus Mining Limited are acquiring gold processing facilities, reporting high-grade gold hits, or tracking for their first gold pour."
20160907,"Here are the recent updates in gold market:
-A California prospector discovered a steak-sized gold nugget that could fetch $70,000.
-Vietnam's local gold rates are influenced by the value of the dong and interbank rates.
-A state-owned bank in Peru may buy gold from artisanal miners."
20160908,"Here are the recent updates in gold market:
-A California prospector discovered a steak-sized gold nugget that could fetch $70,000.
-Vietnam's local gold rates are influenced by the value of the dong and interbank rates.
-A state-owned bank in Peru may buy gold from artisanal miners."
20160909,"Reports indicate that deeper mining is becoming increasingly deadly for workers in aging South African gold mines. Meanwhile, a Modesto man discovered a massive gold nugget in a California creek. Also, the Ecuadorian Gold closed a new debenture offering of US $1,250,000"
20160910,"Reports indicate that deeper mining is becoming increasingly deadly for workers in aging South African gold mines. Meanwhile, a Modesto man discovered a massive gold nugget in a California creek. Also, the Ecuadorian Gold closed a new debenture offering of US $1,250,000"
20160911,"Somnath Trust is set to deposit 6 kg of gold under Modi's Gold Monetisation Scheme.
Elsewhere, amid outrage, EU Commission launches probe into Barroso's new job at Goldman Sachs.
Lastly, Barrick Gold partners with Cisco in bid to boost productivity."
20160912,"Somnath Trust is set to deposit 6 kg of gold under Modi's Gold Monetisation Scheme.
Elsewhere, amid outrage, EU Commission launches probe into Barroso's new job at Goldman Sachs.
Lastly, Barrick Gold partners with Cisco in bid to boost productivity."
20160913,Several gold mining companies are expanding their exploration activities and reporting positive results. Brazil Resources announced a gold-copper resource for the Titiribi Project in Colombia. Industry leaders are calling for a ban on the hand carriage of gold by airlines.
20160914,Several gold mining companies are expanding their exploration activities and reporting positive results. Brazil Resources announced a gold-copper resource for the Titiribi Project in Colombia. Industry leaders are calling for a ban on the hand carriage of gold by airlines.
20160915,"Several companies are involved in gold mining projects, including Mariana Resources in Turkey, SolidusGold acquiring a project from Newmont, and Japan Gold Corp acquiring Southern Arc Minerals Japan. Barrick Gold's operations at the Veladero mine in Argentina were temporarily suspended due to a cyanide spill, and a rare Roman gold coin depicting Emperor Nero was discovered in Jerusalem. Gold prices ended near a 3-month low."
20160916,"Several companies are involved in gold mining projects, including Mariana Resources in Turkey, SolidusGold acquiring a project from Newmont, and Japan Gold Corp acquiring Southern Arc Minerals Japan. Barrick Gold's operations at the Veladero mine in Argentina were temporarily suspended due to a cyanide spill, and a rare Roman gold coin depicting Emperor Nero was discovered in Jerusalem. Gold prices ended near a 3-month low."
20160917,"Direxion Shares Exchange Traded Fund's gold was stalled. MMTC targets selling 700 kg gold coins. Seabridge Gold Inc. sees large volume increase. Police in Free State, South Africa, arrested 22 illegal miners and confiscated gold."
20160918,"Direxion Shares Exchange Traded Fund's gold was stalled. MMTC targets selling 700 kg gold coins. Seabridge Gold Inc. sees large volume increase. Police in Free State, South Africa, arrested 22 illegal miners and confiscated gold."
20160919,"-Gold prices are gaining in Asia as investors monitor central bank meetings.
-Directorate of Revenue Intelligence busts major gold smuggling racket worth Rs 2,000 crore in India.
-World's top gold miners locked in standoff in Australian outback."
20160920,"-Gold prices are gaining in Asia as investors monitor central bank meetings.
-Directorate of Revenue Intelligence busts major gold smuggling racket worth Rs 2,000 crore in India.
-World's top gold miners locked in standoff in Australian outback."
20160921,"Maxima Acuna, a 2016 Goldman Prize winner, was reportedly injured by hitmen connected to the mining industry. A Canadian Mint employee is accused of smuggling $180K in gold in his rectum. Gold diggers are turning to waste dumps for nuggets as output drops."
20160922,"Maxima Acuna, a 2016 Goldman Prize winner, was reportedly injured by hitmen connected to the mining industry. A Canadian Mint employee is accused of smuggling $180K in gold in his rectum. Gold diggers are turning to waste dumps for nuggets as output drops."
20160923,"Goldman Sachs is planning to cut almost 30% of its investment banking jobs in Asia.
A former employee of the Royal Canadian Mint is accused of smuggling $140,000 worth of gold in his rectum.
The Royal Canadian Mint accuses ex-employee of stealing gold and smuggling it in his rectum.
"
20160924,"Goldman Sachs is planning to cut almost 30% of its investment banking jobs in Asia.
A former employee of the Royal Canadian Mint is accused of smuggling $140,000 worth of gold in his rectum.
The Royal Canadian Mint accuses ex-employee of stealing gold and smuggling it in his rectum.
"
20160925,"Goldman Sachs is planning to cut the number of investment bankers in Asia, while other sources say they are planning to axe 30% of banking jobs in Asia.
A worker at the Royal Canadian Mint was caught smuggling gold nuggets worth $180,000 by hiding them in his rectum.
Turkey's President Erdogan accused a U.S. court of ulterior motives in a case against a gold trader."
20160926,"Goldman Sachs is planning to cut the number of investment bankers in Asia, while other sources say they are planning to axe 30% of banking jobs in Asia.
A worker at the Royal Canadian Mint was caught smuggling gold nuggets worth $180,000 by hiding them in his rectum.
Turkey's President Erdogan accused a U.S. court of ulterior motives in a case against a gold trader."
20160927,"Gold prices are awaiting guidance from the Federal Reserve and are also influenced by crude oil's focus on the OPEC meeting. Shandong Gold is reportedly the top bidder for a $2 billion Glencore mine. Some reports indicate a Canadian mint worker was caught smuggling $180,000 worth of gold in his rectum.
"
20160928,"Gold prices are awaiting guidance from the Federal Reserve and are also influenced by crude oil's focus on the OPEC meeting. Shandong Gold is reportedly the top bidder for a $2 billion Glencore mine. Some reports indicate a Canadian mint worker was caught smuggling $180,000 worth of gold in his rectum.
"
20160929,Reliant Gold Corp provided a corporate update and progress report on its East Bay Property. Alps Advisors Inc increased stake in Gold Fields Ltd and Harmony Gold Mining Co. Kirkland Lake Gold is buying Newmarket Gold for $1 billion.
20160930,Reliant Gold Corp provided a corporate update and progress report on its East Bay Property. Alps Advisors Inc increased stake in Gold Fields Ltd and Harmony Gold Mining Co. Kirkland Lake Gold is buying Newmarket Gold for $1 billion.
20161001,"-The United States is importing record amounts of gold from Switzerland while Deutsche Bank is facing total collapse.
-Farmers are still feeling the effects of the Gold King Mine spill.
-Thailand remains a popular destination for Chinese tourists despite Zika fears, and millions of Chinese tourists begin their Golden Week holiday."
20161002,"-The United States is importing record amounts of gold from Switzerland while Deutsche Bank is facing total collapse.
-Farmers are still feeling the effects of the Gold King Mine spill.
-Thailand remains a popular destination for Chinese tourists despite Zika fears, and millions of Chinese tourists begin their Golden Week holiday."
20161003,"Here is a brief summary of the provided articles related to the gold market:

Gold prices experienced a weekly decline due to easing concerns about Deutsche Bank. Truckers in Mexico are blocking access to Goldcorp's Peñasquito mine, potentially delaying the restart of operations. Barrick Gold has resumed normal operations at its Veladero mine in Argentina after a spill.
"
20161004,"Here is a brief summary of the provided articles related to the gold market:

Gold prices experienced a weekly decline due to easing concerns about Deutsche Bank. Truckers in Mexico are blocking access to Goldcorp's Peñasquito mine, potentially delaying the restart of operations. Barrick Gold has resumed normal operations at its Veladero mine in Argentina after a spill.
"
20161005,"Gold prices experienced a slump, influencing the TSX's drop. A lawsuit alleging gold market manipulation against major banks is set to proceed. Meanwhile, new gold mining projects are underway in Suriname and Brazil, while existing mines face challenges such as union violence in South Africa and blockades in Mexico.
"
20161006,"Gold prices experienced a slump, influencing the TSX's drop. A lawsuit alleging gold market manipulation against major banks is set to proceed. Meanwhile, new gold mining projects are underway in Suriname and Brazil, while existing mines face challenges such as union violence in South Africa and blockades in Mexico.
"
20161007,"Gold prices have dropped to a four-month low, while some analysts believe this week's selloff is just a bear raid on paper gold.
A mining firm predicts it will hit gold sales trail by Christmas, and Glen Eagle subsidiary acquires additional land in Honduras to expand gold processing plant.
The government of Ghana is under fire for buying gold watch gifts for retiring staff, while a Dubai cabbie returns 25kg gold to passenger."
20161008,"Gold prices have dropped to a four-month low, while some analysts believe this week's selloff is just a bear raid on paper gold.
A mining firm predicts it will hit gold sales trail by Christmas, and Glen Eagle subsidiary acquires additional land in Honduras to expand gold processing plant.
The government of Ghana is under fire for buying gold watch gifts for retiring staff, while a Dubai cabbie returns 25kg gold to passenger."
20161009,"-Gold is gaining due to bargain hunting and short covering.
-Mali demands Randgold pay half of the 80m tax claim before talks.
-AAOIFI Shariah Board held its 45th Meeting and Issued the Exposure Draft of Shariah Standard on Gold for Feedback from the Islamic Financial Industry."
20161010,"-Gold is gaining due to bargain hunting and short covering.
-Mali demands Randgold pay half of the 80m tax claim before talks.
-AAOIFI Shariah Board held its 45th Meeting and Issued the Exposure Draft of Shariah Standard on Gold for Feedback from the Islamic Financial Industry."
20161011,"Mixed news came out regarding Randgold Resources, while Resolute Mining workers in Mali called for a strike. Gold ETPs continued to see gains in September, according to the World Gold Council. Scotia Bank is being pressed for emails in a gold manipulation case."
20161012,"Mixed news came out regarding Randgold Resources, while Resolute Mining workers in Mali called for a strike. Gold ETPs continued to see gains in September, according to the World Gold Council. Scotia Bank is being pressed for emails in a gold manipulation case."
20161013,"Here are the topics that summarize the provided articles:

- Randgold Resources is seeking arbitration in Mali over a tax dispute.
- A UK court ruled in favor of Goldman Sachs in a $1.2 billion dispute with a Libyan sovereign fund over derivatives trading.
- The US Department of Justice declines prosecution for government worker in Gold King Mine spill.
"
20161014,"Here are the topics that summarize the provided articles:

- Randgold Resources is seeking arbitration in Mali over a tax dispute.
- A UK court ruled in favor of Goldman Sachs in a $1.2 billion dispute with a Libyan sovereign fund over derivatives trading.
- The US Department of Justice declines prosecution for government worker in Gold King Mine spill.
"
20161015,"Indian officials seized gold worth Rs 35 lakh at the airport, while another Indian was held in Nepal for attempting to smuggle over 6 kg of gold. BRICS investors are tying up for a Siberian gold mine project, with a joint venture planning to invest $500 million in the endeavor. Colibri Resource Corp. announced a review and update of its Evelyn Gold Property in Sonora State, Mexico.
"
20161016,"Indian officials seized gold worth Rs 35 lakh at the airport, while another Indian was held in Nepal for attempting to smuggle over 6 kg of gold. BRICS investors are tying up for a Siberian gold mine project, with a joint venture planning to invest $500 million in the endeavor. Colibri Resource Corp. announced a review and update of its Evelyn Gold Property in Sonora State, Mexico.
"
20161017,"*   ICE will launch gold futures in February, heating up the race for the London market.
*   AngloGold Ashanti and Saracen Mineral have a farmin agreement for Carosue Dam gold mine.
*   A panel is set to review gold regulatory policies as demand falters."
20161018,"*   ICE will launch gold futures in February, heating up the race for the London market.
*   AngloGold Ashanti and Saracen Mineral have a farmin agreement for Carosue Dam gold mine.
*   A panel is set to review gold regulatory policies as demand falters."
20161019,"In Mexico's murder capital, signs of a gold rush start to emerge. Eureka, gold mining is booming again. A new global witness report reveals golden veroleum bulldozes shrines in Liberia."
20161020,"In Mexico's murder capital, signs of a gold rush start to emerge. Eureka, gold mining is booming again. A new global witness report reveals golden veroleum bulldozes shrines in Liberia."
20161021,"Several items are related to gold: BSF seizes gold bars and arrests a Bangladeshi national, China's buying is propping up gold demand in Asia for the festival season, Mali allows Randgold's offices to reopen amid tax dispute, proceeds from gold hit US$2.43 billion in Ghana, and gold coins depicting Roman Emperor Nero were unearthed in Israel. There are also stories about extraction of gold being halted in Gache Gache, high exports of gold from Uganda, and a gold loan firm manager abducted with valuables looted in Bangalore. Furthermore, Switzerland's September gold exports to India hit the best since January, and a Rajkot jeweler was robbed of gold worth 72 lakh in Kutch."
20161022,"Several items are related to gold: BSF seizes gold bars and arrests a Bangladeshi national, China's buying is propping up gold demand in Asia for the festival season, Mali allows Randgold's offices to reopen amid tax dispute, proceeds from gold hit US$2.43 billion in Ghana, and gold coins depicting Roman Emperor Nero were unearthed in Israel. There are also stories about extraction of gold being halted in Gache Gache, high exports of gold from Uganda, and a gold loan firm manager abducted with valuables looted in Bangalore. Furthermore, Switzerland's September gold exports to India hit the best since January, and a Rajkot jeweler was robbed of gold worth 72 lakh in Kutch."
20161023,"Police in Kutch, India, apprehended three individuals and recovered gold worth Rs 32 lakh. Analysts have updated the price target on Kinross Gold Corporation. Customs officials at Mumbai International Airport discovered a bag containing gold bars. A flyer was detained at Hyderabad Airport for smuggling gold. Gold Fields is set to invest $1.4 billion to extend the life of its Ghana mine, which will also add 1,850 jobs."
20161024,"Police in Kutch, India, apprehended three individuals and recovered gold worth Rs 32 lakh. Analysts have updated the price target on Kinross Gold Corporation. Customs officials at Mumbai International Airport discovered a bag containing gold bars. A flyer was detained at Hyderabad Airport for smuggling gold. Gold Fields is set to invest $1.4 billion to extend the life of its Ghana mine, which will also add 1,850 jobs."
20161025,"-Customs officials seized gold bars worth Rs 2.8 crore from an aircraft toilet at Pune International Airport, while customs officers found gold worth Rs19.38 lakh under a plane seat in Mumbai.
-Resolute Mining discovers more gold at Syama, and Rio Silver and Magellan Gold sign a definitive agreement for earn-in at Ninobamba Silver-Gold Project in Central Peru.
-Haryana BJP govt invites Kejriwal to golden jubilee."
