date,text
20170522,"Several individuals were apprehended for gold smuggling at airports in India, with authorities recovering gold bars from their persons. Zimbabwe is planning to withdraw unused gold mining claims. New precious metal regulations are being introduced to combat fraud related to the Goods and Services Tax (GST) on gold."
20170523,"Several individuals were apprehended for gold smuggling at airports in India, with authorities recovering gold bars from their persons. Zimbabwe is planning to withdraw unused gold mining claims. New precious metal regulations are being introduced to combat fraud related to the Goods and Services Tax (GST) on gold."
20170524,Liberty Silver Corp. intends to acquire the Bunker Hill Mine. Tanzania's gold output reached a 10-year high in 2016. Guyana Goldfields Inc. has had its stock rating reiterated.
20170525,Liberty Silver Corp. intends to acquire the Bunker Hill Mine. Tanzania's gold output reached a 10-year high in 2016. Guyana Goldfields Inc. has had its stock rating reiterated.
20170526,Novo Resources and Artemis Resources have established a joint venture agreement to explore a large new gold project in Western Australia. Acacia Mining calls for an independent review of gold content in Tanzania. Gold is adding to monthly gains despite rate hike expectations.
20170527,Novo Resources and Artemis Resources have established a joint venture agreement to explore a large new gold project in Western Australia. Acacia Mining calls for an independent review of gold content in Tanzania. Gold is adding to monthly gains despite rate hike expectations.
20170528,"Several articles discuss honoring Gold Star families and their lost loved ones. Bangladesh customs officials have seized a significant amount of smuggled gold. Additionally, there are reports of new gold discoveries and mining projects being developed.
"
20170529,"Several articles discuss honoring Gold Star families and their lost loved ones. Bangladesh customs officials have seized a significant amount of smuggled gold. Additionally, there are reports of new gold discoveries and mining projects being developed.
"
20170530,"Gold prices may continue to rise due to soft economic data in the U.S. and geopolitical tensions. China's Fosun acquired a 10% stake in Russia's top gold miner. Additionally, new precious metal laws are being introduced to combat fraud related to the Goods and Services Tax.
"
20170531,"Gold prices may continue to rise due to soft economic data in the U.S. and geopolitical tensions. China's Fosun acquired a 10% stake in Russia's top gold miner. Additionally, new precious metal laws are being introduced to combat fraud related to the Goods and Services Tax.
"
20170601,"Bluestone Resources finalized its acquisition of the Cerro Blanco Gold and Mita Geothermal Projects from Goldcorp. Goldman Sachs bought $2.8 billion worth of Venezuelan bonds, sparking controversy. New precious metal laws have been introduced to combat GST fraud related to gold."
20170602,"Bluestone Resources finalized its acquisition of the Cerro Blanco Gold and Mita Geothermal Projects from Goldcorp. Goldman Sachs bought $2.8 billion worth of Venezuelan bonds, sparking controversy. New precious metal laws have been introduced to combat GST fraud related to gold."
20170603,"Shandong borrows $1.26B to buy half of Argentinian gold mine. New precious metal laws combat gold GST fraud. GST rates are ready for most items, talks on over gold and beedis. 
"
20170604,"Shandong borrows $1.26B to buy half of Argentinian gold mine. New precious metal laws combat gold GST fraud. GST rates are ready for most items, talks on over gold and beedis. 
"
20170605,"Bangladesh authorities seized a significant amount of gold, around half a tonne, from a top jeweler in the country. GST of 3% on gold was welcomed by the jewellery industry, and some experts believe that this levy is not likely to cause disruption in jewellery demand. Amid geopolitical jitters, gold prices rose to a six-week high, with some analysts seeing the metal testing the $1,300 level.
"
20170606,"Bangladesh authorities seized a significant amount of gold, around half a tonne, from a top jeweler in the country. GST of 3% on gold was welcomed by the jewellery industry, and some experts believe that this levy is not likely to cause disruption in jewellery demand. Amid geopolitical jitters, gold prices rose to a six-week high, with some analysts seeing the metal testing the $1,300 level.
"
20170607,"Asian gold prices are rising, causing buyers to hold back and discounts in India to widen. A diamond broker was arrested for attempting to smuggle gold. There are rising concerns about ritualists targeting bald men because of the belief that their heads contain gold."
20170608,"Asian gold prices are rising, causing buyers to hold back and discounts in India to widen. A diamond broker was arrested for attempting to smuggle gold. There are rising concerns about ritualists targeting bald men because of the belief that their heads contain gold."
20170609,Gold prices slightly decreased after the ex-FBI head's testimony. Some countries like Kuwait are banning the import of gold and rare metals from North Korea. Rising gold prices are negatively affecting gold demand despite discounts.
20170610,Gold prices slightly decreased after the ex-FBI head's testimony. Some countries like Kuwait are banning the import of gold and rare metals from North Korea. Rising gold prices are negatively affecting gold demand despite discounts.
20170611,"Several reports discuss gold smuggling incidents, with individuals being detained in Mumbai and Kathmandu for attempting to smuggle gold. Tanzania has accused Acacia Mining of illegally mining gold. Meanwhile, Mauritanian government granted a mining license for Algolds' Tijirit project."
20170612,"Several reports discuss gold smuggling incidents, with individuals being detained in Mumbai and Kathmandu for attempting to smuggle gold. Tanzania has accused Acacia Mining of illegally mining gold. Meanwhile, Mauritanian government granted a mining license for Algolds' Tijirit project."
20170613,A Bangladeshi smuggler was arrested in Agartala with 1.5 kg of gold. New precious metal laws combat gold GST fraud. Talks were set to settle Tanzania gold fraud dispute.
20170614,A Bangladeshi smuggler was arrested in Agartala with 1.5 kg of gold. New precious metal laws combat gold GST fraud. Talks were set to settle Tanzania gold fraud dispute.
20170615,"New precious metal laws are being introduced to combat gold GST fraud. Goldman Sachs has raised $7 billion for a new private equity fund. Vietnam's domestic gold prices have experienced a slight increase following the Federal Reserve's rate hike.
"
20170616,"New precious metal laws are being introduced to combat gold GST fraud. Goldman Sachs has raised $7 billion for a new private equity fund. Vietnam's domestic gold prices have experienced a slight increase following the Federal Reserve's rate hike.
"
20170617,Two women in Chandigarh had their gold chains snatched. Guyana Goldstrike clarified earlier disclosures on artisanal mining activity and historical resource estimates. New precious metal laws are being implemented to combat gold GST fraud. Four individuals were arrested at Mumbai airport for smuggling gold from Saudi Arabia. 5 kg gold was seized at Dhaka airport and one person was held.
20170618,Two women in Chandigarh had their gold chains snatched. Guyana Goldstrike clarified earlier disclosures on artisanal mining activity and historical resource estimates. New precious metal laws are being implemented to combat gold GST fraud. Four individuals were arrested at Mumbai airport for smuggling gold from Saudi Arabia. 5 kg gold was seized at Dhaka airport and one person was held.
20170619,"Several companies are actively involved in gold exploration and mining activities, such as Riverside Resources and Centerra Gold completing drilling at the Glor Gold Project, Newrange Gold discovering a new zone at the Pamlico Gold Project, and Sarama Resources intersecting high-grade gold mineralization at the South Hounde Project. Galane Gold Ltd. is providing an update to its proposed acquisition of Vantage Goldfields Limited and Trimetals Mining Inc. announced the start of the 2017 Gold Springs Drill Program. A security guard was shot during a goldsmith heist and a maid in Dubai was jailed for stealing gold rings, while disruptions in gold imports are feared under India's new indirect tax regime."
20170620,"Several companies are actively involved in gold exploration and mining activities, such as Riverside Resources and Centerra Gold completing drilling at the Glor Gold Project, Newrange Gold discovering a new zone at the Pamlico Gold Project, and Sarama Resources intersecting high-grade gold mineralization at the South Hounde Project. Galane Gold Ltd. is providing an update to its proposed acquisition of Vantage Goldfields Limited and Trimetals Mining Inc. announced the start of the 2017 Gold Springs Drill Program. A security guard was shot during a goldsmith heist and a maid in Dubai was jailed for stealing gold rings, while disruptions in gold imports are feared under India's new indirect tax regime."
20170621,"Here's a summary of gold market-related news:

Several companies are actively involved in gold exploration and development projects, such as  Paramount Gold Nevada which reports high-grade gold zone. Also there are reports about Radius Gold which acquires option on high-grade gold-silver project in Chihuahua, Mexico.
On the other hand Gold prices in Vietnam are being closely monitored along with interbank rates.

The article also discusses about New precious metal laws combat gold GST fraud."
20170622,"Here's a summary of gold market-related news:

Several companies are actively involved in gold exploration and development projects, such as  Paramount Gold Nevada which reports high-grade gold zone. Also there are reports about Radius Gold which acquires option on high-grade gold-silver project in Chihuahua, Mexico.
On the other hand Gold prices in Vietnam are being closely monitored along with interbank rates.

The article also discusses about New precious metal laws combat gold GST fraud."
20170623,"Several articles discuss gold-related topics, including new precious metal laws to combat fraud, the discovery of a tomb of an ancient gold miner, and gold prices sustaining an upward rally. Additionally, there are reports of gold smuggling attempts, arrests related to unrest at a gold mine, and a company issuing a caution against fake recruitment. The news also covers gold mining projects and financial results from gold companies.
"
20170624,"Several articles discuss gold-related topics, including new precious metal laws to combat fraud, the discovery of a tomb of an ancient gold miner, and gold prices sustaining an upward rally. Additionally, there are reports of gold smuggling attempts, arrests related to unrest at a gold mine, and a company issuing a caution against fake recruitment. The news also covers gold mining projects and financial results from gold companies.
"
20170625,"Multiple incidents involving gold theft and fraud have been reported, including a Florida thief pleading guilty to stealing rings and gold coins, and a gold trader in Kenya being exposed as a fraudster. New precious metal laws are being introduced to combat gold GST fraud. In Tanzania, Acacia's North Mara Gold Mine was invaded in an attempt to steal ore.
"
20170626,"Multiple incidents involving gold theft and fraud have been reported, including a Florida thief pleading guilty to stealing rings and gold coins, and a gold trader in Kenya being exposed as a fraudster. New precious metal laws are being introduced to combat gold GST fraud. In Tanzania, Acacia's North Mara Gold Mine was invaded in an attempt to steal ore.
"
20170627,White Cliff Minerals confirms high-grade gold mineralization at East Burtville prospect. New precious metal laws are implemented to combat gold GST fraud. AngloGold Ashanti considers job cuts in South Africa due to restructuring.
20170628,White Cliff Minerals confirms high-grade gold mineralization at East Burtville prospect. New precious metal laws are implemented to combat gold GST fraud. AngloGold Ashanti considers job cuts in South Africa due to restructuring.
20170629,"Several companies have made significant announcements regarding gold projects and financing, including Endeavour Mining's acquisition of Avnel Gold, Condor Gold's drill results on the La India Project, and Renaissance Gold's option agreement on the Silicon Project. AngloGold Ashanti is restructuring its South African operations, which may result in job cuts, while the government is planning a modern township at Kolar Gold Fields. A Chilean gold miner declared force majeure, and a new conflict-free artisanal gold export from Eastern Congo to Canada has been completed."
20170630,"Several companies have made significant announcements regarding gold projects and financing, including Endeavour Mining's acquisition of Avnel Gold, Condor Gold's drill results on the La India Project, and Renaissance Gold's option agreement on the Silicon Project. AngloGold Ashanti is restructuring its South African operations, which may result in job cuts, while the government is planning a modern township at Kolar Gold Fields. A Chilean gold miner declared force majeure, and a new conflict-free artisanal gold export from Eastern Congo to Canada has been completed."
20170701,"Trump is promoting a golden era for US energy. New precious metal laws are combating gold GST fraud. Customs seized over 100 kg of gold bars from Malaysia in April.
"
20170702,"Trump is promoting a golden era for US energy. New precious metal laws are combating gold GST fraud. Customs seized over 100 kg of gold bars from Malaysia in April.
"
20170703,"New precious metal laws are being introduced to combat fraud related to gold and GST. In Malaysia, police are awaiting a report on gold bar smugglers who were apprehended in Japan. AngloGold Ashanti is facing potential job losses, and efforts are being made to address the situation."
20170704,"New precious metal laws are being introduced to combat fraud related to gold and GST. In Malaysia, police are awaiting a report on gold bar smugglers who were apprehended in Japan. AngloGold Ashanti is facing potential job losses, and efforts are being made to address the situation."
20170705,"Gold prices experienced a boost due to North Korea's missile launch, which increased the safe-haven appeal of the precious metal, while a potential shift in gold's sentiment may arise from the FOMC minutes. Tanzania is set to implement new mining laws that will affect AngloGold Ashanti, while a Canadian mining firm is demanding a significant sum from Romania over a gold mine dispute. Gold also hits 1 1/2 month low on subdued demand."
20170706,"Gold prices experienced a boost due to North Korea's missile launch, which increased the safe-haven appeal of the precious metal, while a potential shift in gold's sentiment may arise from the FOMC minutes. Tanzania is set to implement new mining laws that will affect AngloGold Ashanti, while a Canadian mining firm is demanding a significant sum from Romania over a gold mine dispute. Gold also hits 1 1/2 month low on subdued demand."
20170707,"Gold is set for its biggest weekly drop in two months due to a rise in bond yields, while silver plunges on volume spike. New precious metal laws are being introduced to combat gold GST fraud. Russia and China are partnering in gold mining."
20170708,"Gold is set for its biggest weekly drop in two months due to a rise in bond yields, while silver plunges on volume spike. New precious metal laws are being introduced to combat gold GST fraud. Russia and China are partnering in gold mining."
20170709,"Reports indicate that US prosecutors are investigating a money laundering scheme involving illegally sourced gold, with individuals in Florida facing charges for allegedly importing $1 billion in illegally mined gold. Meanwhile, in India, authorities seized 11 kg of gold at an airport, and one person was arrested for attempting to smuggle two gold bars. Elsewhere, new precious metal laws are being introduced to combat Goods and Services Tax (GST) fraud.
"
20170710,"Reports indicate that US prosecutors are investigating a money laundering scheme involving illegally sourced gold, with individuals in Florida facing charges for allegedly importing $1 billion in illegally mined gold. Meanwhile, in India, authorities seized 11 kg of gold at an airport, and one person was arrested for attempting to smuggle two gold bars. Elsewhere, new precious metal laws are being introduced to combat Goods and Services Tax (GST) fraud.
"
20170711,"Gold price remains under correction. New precious metal laws combat gold GST fraud. Balkan Energy chases Ghana's shares in AngloGold Ashanti. Germany makes arrests over theft of giant gold coin.
"
20170712,"Gold price remains under correction. New precious metal laws combat gold GST fraud. Balkan Energy chases Ghana's shares in AngloGold Ashanti. Germany makes arrests over theft of giant gold coin.
"
20170713,"Several arrests were made in connection with the theft of a giant gold coin from a Berlin museum, while a man was apprehended in Delhi for smuggling 26 kg of gold bars. New precious metal laws are combating gold GST fraud, and a former US vice president spoke at a Melbourne summit. Harmony Gold Mining, a South African miner, is expected to exceed its FY17 gold production target, and Guyana Goldfields Inc. is undergoing a deep dive into its numbers and valuation."
20170714,"Several arrests were made in connection with the theft of a giant gold coin from a Berlin museum, while a man was apprehended in Delhi for smuggling 26 kg of gold bars. New precious metal laws are combating gold GST fraud, and a former US vice president spoke at a Melbourne summit. Harmony Gold Mining, a South African miner, is expected to exceed its FY17 gold production target, and Guyana Goldfields Inc. is undergoing a deep dive into its numbers and valuation."
20170715,"Recently, woman was arrested at Bangladesh border for gold smuggling.
Furthermore, principal income tax commissioner was arrested after recovery of cash and gold. In Mumbai, thief steals cash and leaves gold and silver jewellery. 
Gold prices in India spiraled due to global cues and local demand.
"
20170716,"Recently, woman was arrested at Bangladesh border for gold smuggling.
Furthermore, principal income tax commissioner was arrested after recovery of cash and gold. In Mumbai, thief steals cash and leaves gold and silver jewellery. 
Gold prices in India spiraled due to global cues and local demand.
"
20170717,New precious metal laws are being introduced to combat fraud related to Goods and Services Tax (GST) on gold. Geologists have discovered seabed gold in peninsular India. A man was apprehended at Benapole with six gold bars.
20170718,New precious metal laws are being introduced to combat fraud related to Goods and Services Tax (GST) on gold. Geologists have discovered seabed gold in peninsular India. A man was apprehended at Benapole with six gold bars.
20170719,"A 10-dukat gold coin has topped the Amsterdam auction. Sabina Gold Silver received a positive recommendation from the Nunavut Impact Review Board for the continued development of the Back River Gold Project in Canada. Australia is exporting record amounts of gold to China, getting closer to a new gold standard."
20170720,"A 10-dukat gold coin has topped the Amsterdam auction. Sabina Gold Silver received a positive recommendation from the Nunavut Impact Review Board for the continued development of the Back River Gold Project in Canada. Australia is exporting record amounts of gold to China, getting closer to a new gold standard."
20170721,"Here's a summary of the gold-related news from the provided links:

1.  New precious metal laws are being implemented to combat gold GST fraud.
2.  Australia exports record amount of gold to China.
3.  Wall Street and Main Street analysts agree that the gold rally is likely to continue."
20170722,"Here's a summary of the gold-related news from the provided links:

1.  New precious metal laws are being implemented to combat gold GST fraud.
2.  Australia exports record amount of gold to China.
3.  Wall Street and Main Street analysts agree that the gold rally is likely to continue."
20170723,"Two Indian origin women were arrested at Mumbai airport for smuggling 4 kg of gold in their undergarments. Customs officials seized 24 kg gold that was smuggled from Sri Lanka, and DRI seized 276 kg of smuggled gold in three places. An Ottawa NGO is importing first legal gold from Congo."
20170724,"Two Indian origin women were arrested at Mumbai airport for smuggling 4 kg of gold in their undergarments. Customs officials seized 24 kg gold that was smuggled from Sri Lanka, and DRI seized 276 kg of smuggled gold in three places. An Ottawa NGO is importing first legal gold from Congo."
20170725,"Barrick and other gold miners weighed down Canada's TSX stocks, causing it to fall. New precious metal laws are being introduced to combat gold GST fraud.
British treasure hunters have found a chest in a sunken cargo ship that could contain Nazi gold worth $24163 million. Several arrests were made for gold smuggling."
20170726,"Barrick and other gold miners weighed down Canada's TSX stocks, causing it to fall. New precious metal laws are being introduced to combat gold GST fraud.
British treasure hunters have found a chest in a sunken cargo ship that could contain Nazi gold worth $24163 million. Several arrests were made for gold smuggling."
20170727,"Barrick Gold is set to negotiate with Tanzania over a gold export ban and a $190 million tax bill, while India is considering a reduction in the gold import duty due to a falling trade deficit. Additionally, a sunken WWII ship may contain $130 million of Nazi gold."
20170728,"Barrick Gold is set to negotiate with Tanzania over a gold export ban and a $190 million tax bill, while India is considering a reduction in the gold import duty due to a falling trade deficit. Additionally, a sunken WWII ship may contain $130 million of Nazi gold."
20170729,"Several incidents involving gold have been reported, including the theft of a gold lunar module replica from a museum in Ohio and the seizure of gold bars from individuals in Mumbai and Chinese nationals. In Colombia, an explosion at an illegal gold mine resulted in multiple fatalities. Vedanta is exploring opportunities to acquire Deccan Gold Mines."
20170730,"Several incidents involving gold have been reported, including the theft of a gold lunar module replica from a museum in Ohio and the seizure of gold bars from individuals in Mumbai and Chinese nationals. In Colombia, an explosion at an illegal gold mine resulted in multiple fatalities. Vedanta is exploring opportunities to acquire Deccan Gold Mines."
20170731,"Some reports indicate that a gold replica of the lunar excursion module was stolen from the Neil Armstrong Museum in Ohio, and an ex-NASA agent fears it will be melted down. In other news, the government of Queensland rejected a $3 billion Gold Coast casino proposal. Meanwhile, gold prices experienced a slight decline due to global cues and a fall in demand.
"
20170801,"Some reports indicate that a gold replica of the lunar excursion module was stolen from the Neil Armstrong Museum in Ohio, and an ex-NASA agent fears it will be melted down. In other news, the government of Queensland rejected a $3 billion Gold Coast casino proposal. Meanwhile, gold prices experienced a slight decline due to global cues and a fall in demand.
"
20170802,"Gran Colombia Gold Corp is experiencing increased volatility in its session, while tourists are hoping to find the next big gold nugget. A gold replica of the US space module was stolen from an Ohio museum, and Utah is suing over the Gold King Mine spill. Global demand for gold has dropped 14 percent in the first half of 2017, while a customs official was denied bail in a gold theft case."
20170803,"Gran Colombia Gold Corp is experiencing increased volatility in its session, while tourists are hoping to find the next big gold nugget. A gold replica of the US space module was stolen from an Ohio museum, and Utah is suing over the Gold King Mine spill. Global demand for gold has dropped 14 percent in the first half of 2017, while a customs official was denied bail in a gold theft case."
20170804,"New precious metal laws are being introduced to combat fraud related to the Goods and Services Tax (GST) on gold. Global demand for gold has dropped by 14% in the first half of 2017, according to the World Gold Council. NUM is set to march against AngloGold Ashanti's planned retrenchments."
20170805,"New precious metal laws are being introduced to combat fraud related to the Goods and Services Tax (GST) on gold. Global demand for gold has dropped by 14% in the first half of 2017, according to the World Gold Council. NUM is set to march against AngloGold Ashanti's planned retrenchments."
20170806," Gold ETFs experienced outflows in April-July FY18. A man was arrested in Bangladesh for smuggling gold bars. A US investor is planning to inject millions into gold mining in western Ukraine.
"
20170807," Gold ETFs experienced outflows in April-July FY18. A man was arrested in Bangladesh for smuggling gold bars. A US investor is planning to inject millions into gold mining in western Ukraine.
"
20170808,"Here's a summary of the gold market based on the provided URLs:

- Gold prices have seen some upward movement due to geopolitical tensions, particularly those involving North Korea, which is fueling safe-haven demand.
- Government is alarmed due to surge in gold imports from South Korea.
- Some companies are exploring for gold with drilling programs starting at Tomboko Gold Property and bulk sample results coming from Karratha Gold Project.
"
20170809,"Here's a summary of the gold market based on the provided URLs:

- Gold prices have seen some upward movement due to geopolitical tensions, particularly those involving North Korea, which is fueling safe-haven demand.
- Government is alarmed due to surge in gold imports from South Korea.
- Some companies are exploring for gold with drilling programs starting at Tomboko Gold Property and bulk sample results coming from Karratha Gold Project.
"
20170810,"Tensions between the U.S. and North Korea have caused investors to rush into gold, increasing its price. Gold-based ETFs experienced a decrease in holdings during July. However, gold equities are ending the week well, and analysts are giving a positive price target.
"
20170811,"Tensions between the U.S. and North Korea have caused investors to rush into gold, increasing its price. Gold-based ETFs experienced a decrease in holdings during July. However, gold equities are ending the week well, and analysts are giving a positive price target.
"
20170812,"Geopolitical tensions between the U.S. and North Korea are causing gold prices to spiral.
New precious metal laws are being introduced to combat gold GST fraud.
Ghana's gold and diamond output is expected to decrease due to government restrictions on small-scale mining.
"
20170813,"Geopolitical tensions between the U.S. and North Korea are causing gold prices to spiral.
New precious metal laws are being introduced to combat gold GST fraud.
Ghana's gold and diamond output is expected to decrease due to government restrictions on small-scale mining.
"
20170814,"Reports indicate that India's gold imports have jumped over two-fold in April-July. The government of Ghana is curbing small-scale mining, which is expected to cause a drop in gold and diamond output. Elsewhere, junior mining companies are exploring and developing gold mining projects in French Guiana, Guinea and other regions."
20170815,"Reports indicate that India's gold imports have jumped over two-fold in April-July. The government of Ghana is curbing small-scale mining, which is expected to cause a drop in gold and diamond output. Elsewhere, junior mining companies are exploring and developing gold mining projects in French Guiana, Guinea and other regions."
20170816,"Here's a summary of gold-related news from the provided URLs:

- Gold slips 0.8% as silver posts its first loss in 6 sessions.
- Government bans export of gold items above 22 carat purity.
- Gold mining output at its lowest level since the financial crisis."
20170817,"Here's a summary of gold-related news from the provided URLs:

- Gold slips 0.8% as silver posts its first loss in 6 sessions.
- Government bans export of gold items above 22 carat purity.
- Gold mining output at its lowest level since the financial crisis."
20170818,"Gold prices are up, pushing above $1300 due to safe-haven buying after the Barcelona attack. India's gold discounts widen as South Korea's imports add to the supply. AngloGold Ashanti revives plans to spin off South Africa mines."
20170819,"Gold prices are up, pushing above $1300 due to safe-haven buying after the Barcelona attack. India's gold discounts widen as South Korea's imports add to the supply. AngloGold Ashanti revives plans to spin off South Africa mines."
20170820,"New precious metal laws are being introduced to combat fraud related to the Goods and Services Tax (GST) on gold. Authorities in Chennai seized gold worth crores at the airport, while in Kochi, gold consignments from South Korea will face strict customs scrutiny. A main accused in a 33 kg gold smuggling case was arrested in Kathmandu."
20170821,"New precious metal laws are being introduced to combat fraud related to the Goods and Services Tax (GST) on gold. Authorities in Chennai seized gold worth crores at the airport, while in Kochi, gold consignments from South Korea will face strict customs scrutiny. A main accused in a 33 kg gold smuggling case was arrested in Kathmandu."
20170822,"Gold prices are being supported by weaker stock markets and a lower US dollar. Germany has completed the repatriation of its gold reserves from New York and Paris, three years ahead of schedule, shifting 50,000 gold bars amid fears of a Eurozone collapse. There are reports of increased deforestation in Peru due to gold mining.
"
20170823,"Gold prices are being supported by weaker stock markets and a lower US dollar. Germany has completed the repatriation of its gold reserves from New York and Paris, three years ahead of schedule, shifting 50,000 gold bars amid fears of a Eurozone collapse. There are reports of increased deforestation in Peru due to gold mining.
"
20170824,"Germany has completed the repatriation of its gold reserves from Paris ahead of schedule. Concerns about the security of gold holdings in Fort Knox are being raised, with some questioning whether all the gold is truly safe. India has imposed restrictions on the import of gold and silver items from South Korea."
20170825,"Germany has completed the repatriation of its gold reserves from Paris ahead of schedule. Concerns about the security of gold holdings in Fort Knox are being raised, with some questioning whether all the gold is truly safe. India has imposed restrictions on the import of gold and silver items from South Korea."
20170826,"Prophecy Development Corp is set to acquire the Mountain of Gold project in Madagascar. India has placed restraints on gold imports from South Korea. Harmony Gold Mining is continuing search and rescue efforts at Kusasalethu mine after a death of its employee at Kusasalethu mine.
"
20170827,"Prophecy Development Corp is set to acquire the Mountain of Gold project in Madagascar. India has placed restraints on gold imports from South Korea. Harmony Gold Mining is continuing search and rescue efforts at Kusasalethu mine after a death of its employee at Kusasalethu mine.
"
20170828,Eight people died in a landslide at a gold mine in Burkina Faso. New precious metal laws are introduced to combat the gold GST fraud. Gold prices are expected to rise as North Korea's missile launch over Japan has upset markets.
20170829,Eight people died in a landslide at a gold mine in Burkina Faso. New precious metal laws are introduced to combat the gold GST fraud. Gold prices are expected to rise as North Korea's missile launch over Japan has upset markets.
20170830,"Several reports discuss gold mining projects with promising drill results and strategic investments, such as Colorado Resources closing a deal with Goldcorp. A gold smuggling racket was busted in Kathmandu, and a man was apprehended for carrying gold. A new gold ETF is taking aim at rivals on fees."
20170831,"Several reports discuss gold mining projects with promising drill results and strategic investments, such as Colorado Resources closing a deal with Goldcorp. A gold smuggling racket was busted in Kathmandu, and a man was apprehended for carrying gold. A new gold ETF is taking aim at rivals on fees."
20170901,"Gold prices increased for the fifth consecutive month, while silver also saw a surge. China is preparing to launch a yuan-priced crude oil benchmark backed by gold. New precious metal laws are being introduced to combat fraud related to the Goods and Services Tax (GST)."
20170902,"Gold prices increased for the fifth consecutive month, while silver also saw a surge. China is preparing to launch a yuan-priced crude oil benchmark backed by gold. New precious metal laws are being introduced to combat fraud related to the Goods and Services Tax (GST)."
20170903,"New laws are being introduced to combat fraud related to the Goods and Services Tax (GST) on gold and other precious metals. Amid geopolitical tensions caused by North Korea's nuclear test, gold prices have surged to a 10-month high as investors seek safe-haven assets. A project aims to improve the profitability of gold panning in the Dominican Republic."
20170904,"New laws are being introduced to combat fraud related to the Goods and Services Tax (GST) on gold and other precious metals. Amid geopolitical tensions caused by North Korea's nuclear test, gold prices have surged to a 10-month high as investors seek safe-haven assets. A project aims to improve the profitability of gold panning in the Dominican Republic."
20170905,"Gold prices have been boosted by geopolitical tensions, particularly those involving North Korea, leading them to near a one-year high. Several gold mining companies are undergoing changes in management, project development, and exploration activities. Authorities are cracking down on gold smuggling operations in different regions, while other reports discuss potential corrections for gold.
"
20170906,"Gold prices have been boosted by geopolitical tensions, particularly those involving North Korea, leading them to near a one-year high. Several gold mining companies are undergoing changes in management, project development, and exploration activities. Authorities are cracking down on gold smuggling operations in different regions, while other reports discuss potential corrections for gold.
"
20170907,"Western Australia announced a new gold royalty, which disappointed the industry.
Asia's gold demand was hit by high prices ahead of the expected festival-led buying.
There are reports of gold smuggling in different countries like Bangladesh and Vietnam, where authorities have seized significant amounts of gold."
